Text,Annotate,LSTM_framing,GRU_framing,LR_framing,SVM_framing
" The DOH pointed out that 6,383 deaths were logged in the country from January 1984 to January 2023, out of the total of 110,736 HIV cases.",9.0,9.0,9.0,,
" At a press briefing on Tuesday, DOH officer-in-charge Maria Rosario Vergeire stressed that everyone, regardless of their age, could get HIV.",9.0,7.0,7.0,,
 She explained that the  cause of HIV in the Philippines is unsafe sex.,9.0,9.0,9.0,,
" “Para kayo ay ma-proteksyunan, gumamit kayo ng condom o ‘di kaya malaman natin ‘yung history, of course, ng ating mga partners bago tayo makipagtalik,” she reminded the public.",11.0,11.0,11.0,,
" (To protect yourselves from HIV, use a condom or know the history of your partners first before engaging in sex.)",9.0,9.0,9.0,,
 Vergeire also encouraged those who engaged in risky sexual behaviors to avail of the free HIV tests and medicines in healthcare facilities.,9.0,9.0,9.0,,
" “Hindi na po death sentence ngayon ang HIV katulad nung araw na iniisip ng mga tao na kapag nagka-HIV, wala nang lunas. Hindi kayo nagagamot, pero ‘yung gamot na iniinom niyo can maintain and sustain your life and you will be productive hanggang sa matagal na matagal na panahon,” Vergeire said.",9.0,9.0,9.0,,
"Palace names Baste Duterte, Benjamin Magalong as heads of regional peace councils",14.0,13.0,13.0,,
" Malacañang on Tuesday announced the appointment of Davao City Mayor Sebastian ""Baste"" Duterte and Baguio City Mayor Benjamin Magalong as chairpersons of the Department of the Interior and Local Government's regional peace and order councils.",13.0,13.0,13.0,,
 The Presidential Communications Office said Duterte was appointed chairman in the peace and order council in Region XI while Magalong was named head in the Cordillera Administrative Region's peace and order council.,13.0,13.0,13.0,,
 Other appointed chairpersons include:,13.0,13.0,13.0,,
 Another appointee in the DILG was Victor S. Oliveros who was named member of the Sangguniang Panlungsod in Puerto Princesa City.,13.0,13.0,5.0,,
Insurance for MT Princess Empress at risk due to lack of authority to operate -senators,9.0,9.0,1.0,,
 Senators said on Tuesday that owners of the sunken MT Princess Empress may not be able to claim insurance money for the sinking as it was disclosed that the vessel had no authority to operate.,13.0,13.0,13.0,,
" This information was disclosed by Senator Cynthia Villar during a Committee on Environment, Natural Resources, and Climate Change hearing on the Oriental Mindoro oil spill, quoting a Maritime Industry Authority (MARINA) incident report.",13.0,13.0,13.0,,
" “There is a report of the MARINA which says, ""[A]ccident report on the foundering and sinking of Princess Empress... the ship has no authority to operate in the form of an amendment to its certificate of public convenience (CPC) issued to RDC Reield Marine Services to operate MTKR Princess Empress in the domestic trade pursuant to the revised implementing rules and regulations of RA 9295,” read Villar.",5.0,5.0,5.0,,
 The senator made the disclosure as RDC Reield Marine Services Vice President Fritzee Tee testified during the hearing that they were closely coordinating with their insurance firm on the claims.,13.0,13.0,13.0,,
" “We will have a problem on that maybe,"" added Villar. ""The MARINA and the Coast Guard will explain that they cannot claim from the insurance because they have no permit to operate. Kaya we should not wait for that anymore. They will have a problem with that… Don’t depend on something that will ",5.0,5.0,5.0,,
" “Galing ako sa business, alam niyo ‘yung  maghahanap ‘yan ng basis para hindi sila magbayad,” said the senator.  (I came from the business sector. You know that  will find a way to avoid paying claims.)",1.0,1.0,1.0,,
" Senator Raffy Tulfo agreed with Villar, saying the shipping firm should have been honest about their insurance claim.",13.0,13.0,13.0,,
" “From the very start, sinabi niyo sana na ‘Sensya na may problema. Wala palang permit to operate ‘yung barko namin kaya walang insurance na masisingil... Kaya tutulong kami kung anong pwede naming maitutulong sa abot ng aming makakaya,’"" said Tulfo.",5.0,5.0,5.0,,
" (From the very start, you should have said, ""We're sorry, there's a problem. Turns out the ship did not have a permit to operate, so we can't claim insurance... We will just have to help the best we can.)",5.0,5.0,5.0,,
" ""[P]inaasa niyo si [governor] at nagpadala kayo ng lawyer doon para sabihin na kayo’y naguumpisa ng pagfa-file ng claim na alam niyo naman palang hindi kayo mababayaran. So manloloko din po kayo.”",13.0,13.0,5.0,,
" (You raised the governor's expectations, and you sent a lawyer to say that you had started filing a claim, which you knew would not be paid. So, you are also a cheat.)",5.0,5.0,5.0,,
 Tee did not respond to the senators.,13.0,13.0,13.0,,
" Meanwhile, MARINA Administrator Hernani Fabia explained that the CPC issued to the firm should have been amended every time a new vessel was procured.",5.0,5.0,5.0,,
" “’Yung RDC may pending application, which we are going to hear pa sana. May kulang na mga documents, so i-hear pa namin ‘yan. So hindi sila naissuehan agad,” Fabia said.",5.0,5.0,5.0,,
" (There is a pending RDC application, and we were going to have hearings on it. The application lacked some documents, so we were going to hold hearings. That's why a CPC was not issued immediately.)",5.0,5.0,5.0,,
 Fabia also said that the vessel should not have been allowed to sail without a CPC.,6.0,5.0,5.0,,
" However, during Senator Francis Escudero's interpellation, it was revealed that the Princess Empress was able to sail nine times without the authority to operate.",13.0,13.0,13.0,,
" On Monday, RDC Reield Marine Services apologized for the oil spill that affected the livelihoods and environment in Oriental Mindoro.",9.0,9.0,1.0,,
Marcos wants more cold storage facilities to avoid spoilage of fisherfolks' catch,8.0,2.0,2.0,,
" President Ferdinand ""Bongbong"" Marcos Jr. on Tuesday said the government would be putting up several cold storage facilities in various fish ports to address the spoilage of the fishermen’s catch. ",14.0,13.0,13.0,,
" “So we decided that one of the areas that was identified was the spoilage of the fish doon sa handling from galing sa bangka, galing sa fishing boat, hanggang sa bagsakan, hanggang sa palengke napakalaki ang nagiging spoilage,” Marcos said.",9.0,7.0,7.0,,
" “At ang naging solusyon diyan ay maglagay ng cold storage facilities doon sa mga bagsakan ng isda para ma-preserve naman ‘yung isda at hindi natin kailangan itapon ang maraming nasisira, napapanis na isda,” he added.",1.0,9.0,9.0,,
 (The solution there is to establish cold storage facilities to preserve the fish and avoid their spoilage.),9.0,9.0,6.0,,
 The President said the plan is to construct 11 more cold storage facilities on top of those already being constructed at various ports in the cities of General Santos and Cagayan de Oro. He said he expects the cold storage facilities to be operational by the end of 2023.,8.0,13.0,13.0,,
 Marcos also directed the prioritization of fish ports construction in 11 coastal provinces to capacitate and empower fisherfolks towards resiliency and  decrease post-harvest losses.,1.0,1.0,11.0,,
 The chief executive made the order during his meeting with the Bureau of Fisheries and Aquatic Resources (BFAR) in which the latter presented the challenges of fish supply and demand for fiscal year 2023.,1.0,1.0,1.0,,
" The Presidential Communications Office said Marcos' order would ""capacitate and empower fisherfolks towards resiliency, decrease post-harvest losses through upgrading/fixing/construction of cold storage facilities in fish posts across the country, provision of ice and ice making machines for small-scale fisherfolks, provide intensive training, distribute equipment to bring down post-harvest losses, and rehabilitation of 20 identified municipal fish ports that are traditional landing ports, among other priority matters.""",1.0,13.0,13.0,,
" Among the challenges of the fishery sector include declining fish catch, high poverty incidence and post-harvest losses (currently at 25%-40% losses along the value chain).",1.0,1.0,1.0,,
Solon says 2 persons cited in contempt at House onion probe have surfaced,5.0,4.0,5.0,,
" Two resource persons who were cited in contempt for alleged non-cooperation in the investigation into the spike in onion prices have turned themselves in to the House of Representatives, a lawmaker leading the probe said Tuesday.",7.0,7.0,7.0,,
" Argo Trading president and general manager Efren Zoleta Jr. and legal counsel Jan Ryan Cruz ""voluntarily presented themselves"" to House Sergeant-at-Arms Napoleon Taas on Monday afternoon, according to Quezon Representative Mark Enverga in a statement.",5.0,5.0,13.0,,
" Enverga, who chairs the House food and agriculture panel that is conducting the investigation, issued the statement  ahead of Tuesday's deliberations on the appeal to lift the contempt orders issued to Zoleta, Cruz and Argo Trading operations manager John Patrick Sevilla.",13.0,13.0,13.0,,
" Sevilla has been in detention in the House of Representatives since March 7 when he, Zoleta and Cruz were cited in contempt by  for their alleged failure to submit the inventory of the onions stored in their facility in 2022.",7.0,7.0,7.0,,
  voted to cite the three in contempt and ordered them detained for 10 days.  Speaker Martin Romualdez earlier signed an arrest order for Zoleta and Cruz after they failed to attend the March  hearing.,13.0,13.0,13.0,,
" ""I take this opportunity to reiterate the warning of our Speaker: we will not hesitate to use the full powers of the House of Representatives to ferret out who were behind the price manipulation of onion and other agricultural products,"" Enverga said.",13.0,13.0,13.0,,
NTC sees drop in text scam-related complaints amid SIM registration,7.0,7.0,7.0,,
 The National  Commission (NTC) has seen a substantial drop in text  which it attributes primarily to the enactment and implementation of the SIM Card Registration Act.,6.0,6.0,13.0,,
