Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
PH daily average of new Covid cases down by 19%,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Landbank hastens adoption of QR code payments in public markets,10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
DPWH to start drainage improvement project in Pasay,10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"MANILA – The Commission on Elections (Comelec) said 90 percent to 92 percent of voters in two barangays in Marawi City participated in a plebiscite Saturday, which aims to ratify the creation of two more barangays.“Our voter turnout is probably around 90, maybe up to 92 percent,” Comelec Chairman George Garcia said.""Nakakatuwa dahil kahit plebisito lang ito sa pag-create ng barangay subalit lahat ng mga taga barangay ay pumunta rito (This is somewhat remarkable because this is just a plebiscite to create a barangay, yet all the villagers came).”",12. Public Opinion,13. Political,13. Political,13. Political
"MANILA – A group of Catholic educational institutions has appealed to lawmakers to reconsider the measure banning the ""no permit, no exam"" policy in schools.",6. Policy Prescription and Evaluation,12. Public Opinion,3. Morality,False
"MANILA – Luzon, including Metro Manila, will continue to experience cloudy skies with rains due to the northeast monsoon (amihan), the Philippine Atmospheric, Geophysical, and Astronomical Services Administration (PAGASA) said Sunday.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
Marcos summons Chinese envoy over 'military-grade laser' incident,14. External Regulation and Reputation,14. External Regulation and Reputation,8. Security and Defense,14. External Regulation and Reputation
DSWD extends P2.7-M aid to 622 families hit by fire in Cavite,10. Quality of Life,10. Quality of Life,9. Health and Safety,10. Quality of Life
NAIA to augment security measures after alleged extortion,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
PH Navy delegation in Singapore for ASEAN-India naval drills,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
DA braces for crop damage from TD Amang,15. Other,10. Quality of Life,1. Economic,False
Increased dev’t cooperation seen with Canada’s Indo-Pacific push,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Pag-IBIG members save record-high P39.84-B under MP2 program,1. Economic,10. Quality of Life,1. Economic,1. Economic
Teacher's protection vs. false child abuse allegations pushed,10. Quality of Life,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
Teves has 24 hours to appear before House panel or face sanctions,"7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA – The Bureau of Immigration (BI) has received positive feedbacks from inbound and outbound passengers on the full implementation of eTravel platform, wherein travelers are asked to register online 72 hours before their flights.",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"MANILA – President Ferdinand R, Marcos Jr. on Thursday directed the Department of Tourism (DOT) to assess non-operating tourism zones under the Tourism Infrastructure and Enterprise Zone Authority (TIEZA) to boost the Philippine tourism industry.",1. Economic,6. Policy Prescription and Evaluation,1. Economic,1. Economic
MANILA – Anti-narcotics operatives of the Southern Police District (SPD) have seized PHP6.8 million worth of shabu from two Chinese nationals and their female cohort in a sting operation in Taguig City on Monday night.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Ex-solon’s co-accused loses plea for more evidence in graft case,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Caloocan, Malabon, Navotas, QC waterless on March 27-April 3",2. Capacity and Resources,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources
MANILA – The Philippine Drug Enforcement Agency (PDEA)  the House Committee on Dangerous Drugs for the approval of a bill seeking to provide additional benefits for its officers and personnel.,6. Policy Prescription and Evaluation,13. Political,9. Health and Safety,False
"Enforce laws to stop sexual, online abuse of children: solon","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
MANILA – Leaders of the indigenous peoples (IPs) in Mindanao called for unity to preserve the gains achieved by the government in protecting the IPs through Republic Act 8371 or the Indigenous Peoples Reform Act (IPIRA) that created the National Commission on Indigenous Peoples (NCIP) in 1997.,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality
MANILA – A local firm has asked the Pasig Regional Trial Court (RTC) Branch 157 to rule on the fate of a foreign national who allegedly fled the country shortly after estafa charges have been filed against him and others.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"MANILA – President Ferdinand R. Marcos Jr. has reappointed lawyer and diplomat Manuel Antonio Teehankee as the country’s representative to the World Trade Organization (WTO) in Geneva, Switzerland.",14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
MANILA – A group of health advocates urged Filipinos on Valentine’s Day to show extra love for their hearts by keeping them in shape this heart month.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
DAR farm biz school in SoCot equips farmers to be agripreneurs,1. Economic,10. Quality of Life,2. Capacity and Resources,False
"MANILA – The Department of Health (DOH) on Wednesday said it is studying the standardization of salaries of nurses, doctors and healthcare workers to encourage them to stay in the Philippines.",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"MANILA – Most of the country will continue to experience dry weather due to easterlies or warm air from the Pacific Ocean, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said Sunday.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
Senators disallow Teves' virtual presence in Degamo slay probe,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice"
Zubiri maintains Senate not ignoring Charter change,13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
Japan supports expansion of black garlic production in PH,1. Economic,14. External Regulation and Reputation,1. Economic,1. Economic
MANILA – The National Disaster Risk Reduction and Management Council (NDRRMC) on Thursday called on the public to participate in all earthquake drills aimed at reducing casualties as there are still no means to predict when temblors would occur.,9. Health and Safety,8. Security and Defense,9. Health and Safety,9. Health and Safety
MANILA – Customs authorities have intercepted 18 containers of misdeclared red and yellow onions worth PHP77 million pesos.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Allow bail or junk drug raps, De Lima asks Muntinlupa court anew","7. Law and Order, Crime and Justice",13. Political,5. Constitutionality and Jurisprudence,False
MANILA – The month of February ended with a bang for a bettor in Metro Manila who became an instant millionaire after guessing the right  of the Lotto 6/42 draw on Tuesday night.,15. Other,15. Other,15. Other,15. Other
MANILA – The House leadership on Sunday expressed elation over the “very good” net satisfaction rating the lower chamber received in the December 2022 survey of the Social Weather Stations (SWS).,12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
Senators say Con-Ass an ‘unnecessary’ diversion,13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
"ITCZ to bring scattered rain showers in Mindanao, Palawan",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
Tiamzon couple’s death proves gov't success vs. Reds,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense,8. Security and Defense
Rivera appointed acting BJMP chief,13. Political,2. Capacity and Resources,13. Political,13. Political
"Passage of bills creating water dep’t, regulating body pushed",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
