Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"PH, US sink target ship in Balikatan exercise off Zambales",14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
The Commission on Elections (Comelec) on Monday launched its Register Anywhere Project (RAP) at the Senate of the Philippines building in Pasay City.,15. Other,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Vice President Sara Duterte in her message for Eid'l Fitr asked for prayers for “harmony, unity, and success for each one.""",3. Morality,3. Morality,3. Morality,3. Morality
"A former US State Department employee was sentenced for 15 years in prison for illicit sexual conduct with minors in the Philippines, according to a press release posted on the US Department of Justice website.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Talk on ICC probe vs. Duterte's drug war 'constructive, fruitful’ — Tolentino, Neumann","7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Chinese ambassador’s remark about OFWs ‘misinterpreted,’ says embassy",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Marcos says housing for cops, soldiers an investment",10. Quality of Life,2. Capacity and Resources,4. Fairness and Equality,False
25 more Filipinos arrive from quake-hit Turkey,9. Health and Safety,10. Quality of Life,9. Health and Safety,9. Health and Safety
4 out of 10 persons were never married — PSA,15. Other,12. Public Opinion,12. Public Opinion,12. Public Opinion
"Ukrainian President Volodymyr Zelenskiy on Monday said he has spoken with President Ferdinand ""Bongbong"" Marcos in ""the first phone call"" between the two leaders.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Marcos OKs creation of inter-agency body to look into labor cases,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Marcos, Malaysia PM Anwar meet in Malacañang for bilateral talks",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Comelec says online registration for new voters not likely next year,15. Other,6. Policy Prescription and Evaluation,10. Quality of Life,False
"President Ferdinand “Bongbong” Marcos Jr. on Wednesday said the recent Social Weather Stations (SWS) survey that gave him a “very good” rating was “encouraging.""",12. Public Opinion,13. Political,13. Political,13. Political
"The ship sent by South Korea carrying supplies to aid the cleanup of the oil spill in Oriental Mindoro has arrived at the Manila port, according to the Embassy of the Republic of South Korea in the Philippines.",14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation,14. External Regulation and Reputation
MWSS: NCR water supply sufficient for rest of 2023 amid El Niño,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"Palace announces latest appointments in LWUA, OP",2. Capacity and Resources,2. Capacity and Resources,13. Political,2. Capacity and Resources
The Commission on Human Rights (CHR) on Friday urged the government to review cases of “arbitrary arrest and unjust detention” due to political reasons in order to decongest detention facilities in the country.,"7. Law and Order, Crime and Justice",4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality
Padilla wants party-list system abolition amid Cha-cha talks,13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
Senate report on DepEd's 'overpriced' laptops reaches plenary,1. Economic,"7. Law and Order, Crime and Justice",1. Economic,1. Economic
The Department of Justice (DOJ) has filed a motion to reopen one of the drug cases of former Senator Leila de Lima as the agency wants to present a new witness against her.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"DOH: 86 kids, adolescents tested positive for HIV in January",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
One of nine suspects behind the hazing of slain Adamson University chemical engineering student John Matthew Salilig surrendered to authorities.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Zubiri hopes Marcos will start VFA talks with Japan PM,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Transport group Liga ng Transportasyon at Operators sa Pilipinas (LTOP) on Tuesday suggested transferring the funds intended for fare discounts to the government's public utility vehicle (PUV) modernization program.,12. Public Opinion,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
President Ferdinand “Bongbong” Marcos Jr. on Sunday said that the government would provide solutions to the problems hounding the maritime industry in order for the Philippines to continue to produce quality seafarers.,2. Capacity and Resources,6. Policy Prescription and Evaluation,1. Economic,False
"Neri, Harry discuss likelihood of ICC arrest warrant vs. ex-president Duterte","7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Department of Social Welfare and Development (DSWD) said Thursday it has concentrated its relief efforts in the Bicol and Davao regions, which were affected by heavy rains and floods.",10. Quality of Life,2. Capacity and Resources,9. Health and Safety,False
"20,000 devotees joined Nazareno motorcade on Good Friday, says Quiapo Church",3. Morality,3. Morality,3. Morality,3. Morality
"The Sandiganbayan on Friday found former Bukidnon lawmaker Candido Pancrudo Jr. and two others guilty of multiple counts of graft, malversation of public funds, and malversation of public funds via falsification of public documents.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
ACT files ILO complaint over Sara’s ‘red-tagging’ remarks,12. Public Opinion,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
The Sandiganbayan has cleared three bidding officers of the Philippine State College of Aeronautics (PHILSCA) of graft charges in connection with the 2008 purchase of five Cessna planes without public bidding due to lack of evidence.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
China also used laser on Philippine ship in June 2022 —PCG exec,14. External Regulation and Reputation,8. Security and Defense,14. External Regulation and Reputation,14. External Regulation and Reputation
"More than 25,000 jeepney drivers need membership in cooperatives to renew their franchises before they expire on April 30.",10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"Comelec eyes filing of COC for barangay, SK elections in first week of July",13. Political,13. Political,13. Political,13. Political
"There have been fewer fires but more deaths and greater property damage in the first quarter of  to the same period last year, the Bureau of Fire Protection (BFP) said Monday.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Cagayan de Oro Representative Rufus Rodriguez on Monday called on the Senate to act on proposals seeking to amend the 1987 Constitution, saying it is the will of the majority and a matter of courtesy.",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
