Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"MANILA, Philippines – State auditors scolded the Presidential Commission on Good Government (PCGG) for its “laxity in the monitoring and recovery efforts” of dividends due from stocks recovered from cronies of late dictator Ferdinand Marcos.",13. Political,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,False
Bulatlat asks QC court: Hold NTC in contempt for delaying unblocking of site,13. Political,13. Political,"7. Law and Order, Crime and Justice",13. Political
"MANILA, Philippines – When the Philippine Court of Appeals upheld the conviction of Rappler CEO and Nobel Peace Prize winner Maria Ressa, it also extended the shelf life or prescription period of cyber libel to 15 years, which, if sustained, would mean that a person can be sued for cyber libel for something published 15 years back.","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA, Philippines – The drug war was “the worst act against the law” that President Rodrigo Duterte ever did, said retired Supreme Court senior justice Antonio Carpio, noting that the government’s six-year Oplan TokHang was “clearly unconstitutional.”","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"PUERTO PRINCESA, Philippines – Palawan, a picturesque island known as the Philippines’ last frontier, will play host to the United States’ second most-powerful leader on Tuesday, November 22, as Vice President Kamala Harris caps her tour to the country with a visit to Puerto Princesa.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"CAGAYAN DE ORO CITY, Philippines – Former Bukidnon representative Jesus Emmanuel “Jess” Paras died at a Cagayan de Oro hospital on Wednesday morning, April 6. He was 68.",13. Political,15. Other,15. Other,15. Other
"MANILA, Philippines – Dalawang account na naglalaman ng 8 milyong francs o nasa P462 milyon na nakapangalan kay Helen Rivilla, tao-tauhan o dummy ng diktador na si Ferdinand Marcos, ang nakasama sa nabunyag na datos ng bangkong Credit Suisse kamakailan.",15. Other,13. Political,13. Political,13. Political
"MANILA, Philippines  – The House  decided on Wednesday, March 15, to conduct its own investigation into Negros Oriental 3rd District Representative Arnolfo “Arnie” Teves Jr.’s failure to return to the Philippines after his travel clearance expired.",13. Political,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,False
"Trigger warning: suicideYoung Filipinos experienced a dramatic decline in their mental wellbeing, according to the 2021 Young Adult Fertility and Sexuality Study (YAFSS) of the University of the Philippines Population Institute (UPPI), which it presented on Friday, October 14.",9. Health and Safety,12. Public Opinion,10. Quality of Life,False
Bulatlat’s site now accessible after it asked court to hold NTC in contempt,13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
BuCor says Masungi Georeserve will be used as its headquarters,13. Political,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Robredo: Influence operations destroyed common baselines of fact,13. Political,13. Political,3. Morality,13. Political
"MANILA, Philippines – President Ferdinand “Bongbong” Marcos Jr. delivers his inaugural speech after taking his oath of office as the 17th president of the Philippines at the National Museum on Thursday, June 30.",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – Eleven Nobel Peace Prize winners urged President Ferdinand Marcos Jr. to ensure justice and a fair trial for Rappler chief executive officer Maria Ressa, their fellow Nobel laureate, who faces several charges that may land her in jail for a lifetime.",3. Morality,12. Public Opinion,4. Fairness and Equality,False
Hontiveros urges DepEd to realign P150-M confidential fund to IP education,1. Economic,6. Policy Prescription and Evaluation,1. Economic,1. Economic
SC junks graft charges vs Enrile in relation to coco levy fund scam,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Katrina Enrile: JPE ‘sought forgiveness’ over Marcos ouster,13. Political,13. Political,13. Political,13. Political
"[WATCH] Maria Ressa on tax evasion acquittal: Facts, truth, justice win",13. Political,13. Political,3. Morality,13. Political
"MANILA, Philippines – Between the Senate and the House of Representatives in the legislature, it’s the House that’s the bigger chamber.",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – Jailed opposition Senator Leila De Lima settled for a video call with her ailing and COVID-19 positive mother, who is now in critical care in Naga City.",13. Political,13. Political,15. Other,13. Political
"MANILA, Philippines–A big majority or 73% of adult Filipinos expect a happy Christmas this year, higher than the 65% recorded in 2021, according to a national survey conducted by the Social Weather Stations (SWS).",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
Senators: Lack of coordination led to alleged NAIA human smuggling,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
West PH Sea laser incident makes first test case for new PH-China communication line,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – The Supreme Court on Tuesday, January 10, ruled that only the Philippines can supervise the exploration of its natural resources, declaring the agreement among Philippine, Vietnamese, and Chinese oil firms unconstitutional.",6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – The United Nations Office of the High Commissioner for Human Rights (UN OHCHR) said the Philippine government must do more in its investigations into incidents of abuses, including the widespread killings that happened under then-president Rodrigo Duterte’s war on drugs.",4. Fairness and Equality,6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",False
DOH seeks FDA approval for COVID-19 booster shots for minors 12 to 17,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
DepEd to lift awards suspension for non-graduating students,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – The Philippine National Police Anti-Cybercrime Group (PNP ACG) said on Thursday, July 21, that YouTuber “Usapang Diskarte,” who encourages child sex abuse, continues to evade authorities.",13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
‘Moderate your greed’: Romualdez vows House crackdown on onion smugglers,13. Political,5. Constitutionality and Jurisprudence,1. Economic,False
"MANILA, Philippines – The Philippine Army (PA) has taken custody of former Presidential Security Group chief Brigadier General Jesus Durante, the alleged mastermind in the murder of Davao-based businesswoman-model Yvonette Chua Plaza.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA, Philippines – He’s a decent guy, but he needs more spine.",13. Political,13. Political,3. Morality,13. Political
‘Kapamilya to KaCamella’: Netizens slam Villar’s takeover of ABS-CBN’s frequencies,13. Political,12. Public Opinion,12. Public Opinion,12. Public Opinion
"MANILA, Philippines – Amid the issues on the death of broadcaster Percival “Percy Lapid” Mabasa, President Ferdinand Marcos Jr. named Aquino-time military chief Gregorio Catapang Jr. as the new Bureau of Corrections (BuCor) director general.",6. Policy Prescription and Evaluation,13. Political,13. Political,13. Political
Duterte appoints ex-Davao City accountant as COA chief,6. Policy Prescription and Evaluation,13. Political,13. Political,13. Political
LIVESTREAM: Marcos at the 2023 PMA homecoming,13. Political,13. Political,15. Other,13. Political
"MANILA, Philippines – Former Department of Budget and Management (DBM) undersecretary Mario Relampagos walked free from 11 graft charges related to the Priority Development Assistance Fund (PDAF) scam after the Sandiganbayan granted his petition.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
