Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"Malacañang on Monday said Congress  to pass 10 priority measures of the Marcos administration in June of this year, including the controversial Maharlika Investment Fund.",13. Political,13. Political,6. Policy Prescription and Evaluation,13. Political
"Two proposals to establish an Onion Research Institute as part of efforts to address the lack supply of onions in the country were raised in the Lower House, Tina Panganiban-Perez reported on ""Saksi.""",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"‘Mastermind’ in Degamo slay nabbed by NBI, says Remulla","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Palace assails 'salary deduction' memo to raise fund for Turkey,13. Political,2. Capacity and Resources,6. Policy Prescription and Evaluation,False
"DOLE: 200,000 first time jobseekers availed of free documentary requirements assistance",6. Policy Prescription and Evaluation,10. Quality of Life,4. Fairness and Equality,False
Marcos: Mutual Defense Treaty to be discussed in Biden meeting,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
PCG will follow communication channels about WPS ops —Abu,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
"The Philippine government will donate $200,000 to Syria and send relief aid to help the country recover from the devastation caused by the magnitude 7.8 earthquake that struck its neighbor Turkey last month, the Presidential Communications Office said Friday.",14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation,14. External Regulation and Reputation
"The Philippines reported fewer than 200 new cases of COVID-19 for the second straight week on Sunday but deaths climbed to the highest in 10 days, government data showed.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Senate defense panel to tackle MUP pension reform bills in May —Estrada,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Sandiganbayan affirms junking of ex-Pagcor chief’s plea for graft raps dismissal,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Commission on Elections (Comelec) will increase the honoraria of teachers who will serve in the electoral boards in the barangay and Sangguniang Kabataan elections, Comelec chairman George Garcia said on Thursday.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,4. Fairness and Equality,6. Policy Prescription and Evaluation
"The celebration of Eid'l Fitr (end of the month of Ramadan) will be on Saturday, April 22, according to a Muslim leader on Thursday night.",11. Cultural Identity,11. Cultural Identity,11. Cultural Identity,11. Cultural Identity
Student group against proposed tuition fee hikes in some schools,12. Public Opinion,12. Public Opinion,4. Fairness and Equality,12. Public Opinion
"Labor groups over the weekend expressed their opposition to the National Government Rightsizing Bill, which aims to restructure government agencies under the Executive department, arguing that this could lead to the release of rank-and-file employees.",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
P86 million in sugar declared as footwear rubber seized in Subic,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"FEJODAP, LTOP among groups that won't join in week-long strike",13. Political,12. Public Opinion,10. Quality of Life,False
"Both the Philippine and Chinese sides should refrain from taking any provocative action in the disputed waters, Chinese Ambassador Huang Xilian said on Friday.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Dengue cases up by 94% in first quarter of 2023 vs. same period in 2022,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
The legal team of suspended Bureau of Corrections (BuCor) chief Gerald Bantag is now looking at strategies following the filing of two counts of murder filed against him before  the Las Piñas and Muntinlupa regional trial courts.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Solicitor General Menardo Guevarra on Wednesday said he will confirm the country’s possible disengagement from the International Criminal Court (ICC) with President Ferdinand Marcos Jr.,13. Political,13. Political,"7. Law and Order, Crime and Justice",13. Political
The Philippine government has submitted a notice of appeal to the International Criminal Court (ICC) Appeals Chamber days after the ICC authorized the reopening of an inquiry into the killings linked to the Duterte administration's war on drugs.,13. Political,13. Political,"7. Law and Order, Crime and Justice",13. Political
Mariam Mangudadatu opposes Marcos naming her Maguindanao del Sur OIC,13. Political,13. Political,13. Political,13. Political
DBM releases P500-million cancer assistance fund for 2023,1. Economic,2. Capacity and Resources,1. Economic,1. Economic
Unions urge Marcos to ratify ILO Convention 190,12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"The Sandiganbayan has denied the motion of the Marcos family to take control anew of assets earlier forfeited in favor of the national government, surrendered  agreements or considered frozen accounts.",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Congress to adjust, simplify K-12 curriculum, says Romulo",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
The Philippine Army’s 11th Infantry Battalion has deployed more soldiers in Negros Oriental following the killing of Governor Roel Degamo on March 4.,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
"CHR probes killing of Aparri vice mayor, 5 aides","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Complaints have been filed against six people who were arrested during last week's raids on houses of Negros Oriental Representative Arnolfo Teves Jr. and his relatives in the province, police said Tuesday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
PNR eyes alternative transpo for riders during 5-year stop operations —exec,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"Poe urges DOTr, MIAA to address ‘Bukas Maleta’ incidents","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
The Armed Forces of the Philippines and the Philippine National Police were urged to launch a crackdown on private armies across the country following the murder of Negros Oriental Governor Roel Degamo.,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense,8. Security and Defense
"Senator Ronald “Bato” dela Rosa on Thursday emphasized the need for a strong law against private armies and death penalty for security personnel  heinous crimes and taking undue advantage of their training, knowledge, and skills.",6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The Philippine Search and Rescue Group has joined teams from all over the world in search for survivors of the powerful earthquake that struck Turkey and Syria on February 6, according to Raffy Tima's report on “24 Oras.""",2. Capacity and Resources,2. Capacity and Resources,14. External Regulation and Reputation,2. Capacity and Resources
"DOH logs 9 new COVID-19 deaths; 1,878 fresh cases in past week",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
LTFRB invites transport group to dialogue after request for new deadline,13. Political,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
PDEA destroys over P4B worth of illegal drugs,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
