Text,Policy Frame 1,Policy Frame 2,Policy Frame 3,Policy Frame 4,Policy Frame 5,Policy Frame 6,Policy Frame 7,Policy Frame 8,Policy Frame 9,Policy Frame 10,Policy Frame 11,Policy Frame 12,Policy Frame 13,Policy Frame 14,Policy Frame 15,Media_Outlet
Lyceum of Alabang grad takes top spot in April 2023 Real Estate Brokers licensure exams,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
The Professional Regulation Commission (PRC) announced that Gian Carlo Dominique Gallardo Bero gained the highest percentage rating among 581 who passed the Real Estate Brokers Licensure Examination administered earlier this month.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
Canadian vlogger Kulas’ Filipino citizenship endorsed to Senate plenary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
The Senate Committee on Justice and Human Rights on Tuesday endorsed the bills granting Canadian vlogger Kyle Douglas Jennerman Filipino citizenship to the plenary for deliberations.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Marcos: Review of some cops’ alleged drug links finished soon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"The government's review of the alleged involvement of some police officers in the illegal drug trade will  in two weeks, President Ferdinand Marcos Jr. said on Tuesday.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"DOH: 3,295 pedestrians involved in traffic accidents in 2022",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"More than 3,000 pedestrians figured in various traffic accidents in the country in 2022, data from the Department of Health (DOH) has shown.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"DOH logs 287 new COVID-19 cases; active tally climbs to 10,263",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"The Department of Health (DOH) on Tuesday recorded 287 new COVID-19 cases as the active tally climbed to 10,263.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"Philippines should have preferential treatment in trade, Zubiri tells US envoy",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"The Philippines, being the main security ally of the United States in the Indo-Pacific region, must be given preferential treatment on trade and investments.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Marcos mourns death of ex-DFA chief del Rosario,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Foreign embassies extend condolences over death of ex-DFA chief Del Rosario,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Foreign embassies have expressed their condolences over the death of former Philippine top diplomat Albert Del Rosario, who died Tuesday  while in transit to the United States.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
DFA confirms Chinese FM Qin Gang visit to Manila,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
The Department of Foreign Affairs on Tuesday confirmed the visit to Manila of new Chinese Foreign Minister Qin Gang later this week.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Rep. Villar seeks comprehensive study on students’ mental health,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Las Piñas Representative Camille Villar has filed a resolution seeking to conduct an in-depth assessment  study of students’ mental health, including the effects of the COVID-19 pandemic.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"CA upholds dismissal of petition for writ of amparo vs. NTF-ELCAC, others",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
The Court of Appeals has affirmed its decision junking the plea of members of the Cordillera People’s Alliance (CPA) for a writ of amparo against the National Task Force to End Local Communist Armed Conflict (NTF-ELCAC) and other law enforcement agencies.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
BJMP prepares for ‘summer-related diseases’ in jails,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
The Bureau of Jail Management and Penology (BJMP) on Tuesday said it is preparing for the possible emergence of summer-related diseases in their facilities.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
‘I’m no one's lapdog’: Bato answers accusations of being biased to Teves,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GMA
"Senator Ronald “Bato” dela Rosa on Tuesday addressed the “malicious allegations” on social media by people supposedly from Negros Oriental, claiming that he is “biased” towards suspended Negros Oriental Representative Arnolfo “Arnie” Teves Jr. in leading the Senate investigation into the killing of Negros Oriental Governor Roel Degamo.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Nancy Binay: Masungi Georeserve not ideal for new BuCor headquarters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
Senator Nancy Binay on Tuesday said it is not ideal to build the new facility of the Bureau of Corrections (BuCor) at the Masungi Georeserve in Rizal.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"26 Puerto Galera areas positive for oil, grease contaminants –DOH",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"High levels of oil and grease contaminants were found in 26 areas in Puerto Galera, Oriental Mindoro, Department of Health (DOH) Officer-In-Charge Maria Rosario Vergeire said on Tuesday.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
Former DFA chief Albert del Rosario dies at 83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"Former Philippine Department of Foreign Affairs (DFA) Secretary Albert del Rosario, who spearheaded the country's successful arbitration case against China in 2016, died on Tuesday, according to his family. He was 83.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Bongbong asks Liza to marry him again on 30th wedding anniversary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,GMA
"President Ferdinand ""Bongbong"" Marcos Jr. and First Lady Louise ""Liza"" Araneta-Marcos celebrated their 30th anniversary, with the Chief Executive asking his spouse to marry him again.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
PH preparing for planned visit by new China FM Qin Gang —sources,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Philippine officials are preparing to receive new Chinese Foreign Minister Qin Gang, who plans to visit Manila later this week, diplomatic sources told GMA News Online Tuesday.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
53% of Filipino families received help in Q4 2022 —SWS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,GMA
"More than half, or 53%, of Filipino families received help, mostly money and food, in the last three months of 2022, according to a Social Weather Stations (SWS) survey.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
DFA: Contingency plans ready for OFWs in Taiwan in case tension sparks; 'friendship to all',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
The Department of Foreign Affairs reiterated contingency measures are in place to assist overseas Filipino workers (OFWs) in Taiwan in case tension sparks in the area.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"Czech PM vows help for OFWs, PH aviation sector",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Czech Republic Prime Minister Petr Fiala on Monday vowed help for the aviation sector and for Filipino workers in finding employment in his country.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"WPS among topics discussed between Marcos, Czech PM Fiala",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"The issue on the West Philippine Sea was among the topics tackled during the bilateral meeting between President Ferdinand ""Bongbong"" Marcos Jr. and Czech Republic Prime Minister Petr Fiala on Monday.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"PH logs 2,386 new COVID-19 cases from April 10-16, 2023",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
"A total of 2,386 new COVID-19 cases were recorded in the Philippines from April 10 to April 16, Department of Health’s (DOH) data showed on Monday.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"Garcia: AFP, PNP reshuffle during election period needs Comelec nod",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"The Commission on Elections (Comelec) will suspend the power of the Philippine National Police and the Armed Forces of the Philippines to transfer their personnel during election periods, Comelec Chairman George Garcia said Monday.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Marcos, Czech PM Fiala meet in Malacañang for bilateral talks",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Czech Republic Prime Minister Petr Fiala arrived at Malacañang Palace on Monday afternoon for a bilateral meeting with President Ferdinand ""Bongbong"" Marcos Jr.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Comelec’s Garcia wants jail time, perpetual disqualification vs. nuisance candidates, backers",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Commission on Elections (Comelec) chairperson George Garcia on Monday proposed imprisonment and perpetual disqualification for nuisance candidates and their backers.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
P150M worth of suspected smuggled agri products found in Metro Manila warehouses —BOC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"The Bureau of Customs (BOC) on Monday said it has discovered P150 million worth of suspected smuggled agricultural products in six warehouses across Metro Manila, which have since been padlocked by the agency.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"Palace announces latest appointments in PCO, DILG, DND, among others",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Malacañang on Monday announced the latest appointments in the Presidential Communications Office, the Department of the Interior and Local Government, and the Department of National Defense.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Suspects in Degamo killing attend preliminary investigation at DOJ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
Four suspects in the killing of Negros Oriental Governor Roel Degamo and eight others on Monday attended the first preliminary investigation of the case at the Department of Justice (DOJ).,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"Azurin calls on Bantag, Zulueta to surrender",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Philippine National Police (PNP) chief Police General Rodolfo Azurin Jr. called on former Bureau of Corrections (BuCor) chief Gerald Bantag and former Deputy Officer Ricardo Zulueta to surrender to authorities following the issuance of warrants of arrest against them.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
Senate panel blocks Arnie Teves’ virtual attendance in Degamo killing probe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"The Senate public order and dangerous  “unanimously” agreed not to allow suspended Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr. to attend the panel’s investigation into the assassination of Negros Oriental Governor Roel Degamo, citing lack of jurisdiction and inter-parliamentary courtesy.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
De Lima drug case submitted for decision —lawyer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
"One of the remaining drug cases against detained former Senator Leila de Lima has been submitted for decision, her lawyer said Monday.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
"Chinese ambassador’s remark about OFWs ‘misinterpreted,’ says embassy",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"China's embassy in the Philippines said its ambassador Huang Xilian's remarks about overseas Filipino workers (OFWs) in Taiwan were misquoted, misunderstood, or taken out of context.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Bato backtracks on virtual appearance for Teves,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Senator Ronald ""Bato"" dela Rosa withdrew his earlier approval to have Negros Oriental 3rd District Representative Arnolfo ""Arnie"" Teves Jr. appear virtually before a Monday  hearing on the killing of Negros Oriental Governor Roel Degamo.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Hontiveros wants China envoy recalled over anti-Taiwan advice,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"Senator Ana Theresia “Risa” Hontiveros-Baraquel over the weekend urged Malacañang to call on China to recall their representative to the Philippines Huang Xilian, following his remarks pushing the Philippines to oppose independence of Taiwan.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Less than half of Philippine SIMs registered before Apr 26 deadline,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
"More than half the total number of subscriber identity module (SIM) cards in the country have yet to be registered with their respective public  entities (PTEs), a little over a week into the April 26 deadline.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
LTO removes periodic medical exam requirement for driver's license holders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"Holders of driver's licenses with a five-year and 10-year validity do not need to undergo periodic medical examinations, the Land Transportation Office (LTO) said on Sunday.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
Puerto Galera still unaffected by Mindoro oil spill —mayor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
The local government of Puerto Galera said Saturday that its municipal waters have remained uncontaminated by the massive oil spill from the oil tanker that sank in late February off Naujan town in Oriental Mindoro.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"Parts of NCR, Cavite face week-long water service interruption",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
Customers of water concessionaire Maynilad Water Services Inc. in portions of Metro Manila and Cavite should brace for a week-long water service interruption beginning this Sunday.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"DOH records 437 new COVID-19 cases; active tally rises to 9,480",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"The Department of Health (DOH) recorded 437 new COVID-19 cases on Saturday, while the active tally rose to 9,480.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
CHED designs new nursing curriculum to address shortage,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
The Commission on Higher Education (CHED) is developing a new nursing curriculum to address the shortage of nurses in the country.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
Teves virtual presence at Senate probe a chance to ask questions –dela Rosa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
Senator Ronald “Bato” Dela Rosa on Saturday said suspended Negros Oriental Representative Arnolfo “Arnie” Teves  to attend a Senate investigation virtually was an opportunity to ask him important questions.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
University of Baguio student becomes first visually impaired Bar passer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
University of Baguio (UB) alumnus Anthony Mark Dulawan Emocling made history as he became the first visually impaired exam taker to pass the Bar Examinations.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GMA
DOTr Sec. Bautista confirms resignation of Usec. Pastor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"Department of Transportation Undersecretary for Road Transport and Infrastructure Mark Steven Pastor has vacated his post, Transportation Secretary Jaime Bautista said Saturday.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Gov't will pursue drug war appeal with ICC, SolGen Guevarra says",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"The Philippines will pursue its appeal questioning the International Criminal Court's (ICC) jurisdiction and authority to investigate killings during former President Rodrigo Duterte's 'war on drugs', its top lawyer said on Wednesday.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
"LPA formerly known as Amang causes flooding in NCR, Bicol Region",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
"DOH logs 503 new COVID-19 cases; active tally at 9,413",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"The Department of Health (DOH) on Friday recorded 503 new COVID-19 cases, bringing the overall tally to 4,085,116.   The number of active cases went down to 9,413 from the 9,533 reported on Thursday, according to the latest DOH bulletin.   The country’s total recoveries went up by 609 to 4,009,269, while the death toll stood at 66,434.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
Remulla to attend Senate hearing on Degamo slay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"Justice Secretary Jesus Crispin Remulla on Friday said he will attend the Senate public order and dangerous  probe into the killing of Negros Oriental Governor Roel Degamo on Monday, April 17.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
"Marcos declares April 21, 2023 a holiday for Eid’l Fitr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
"President Ferdinand ""Bongbong"" Marcos Jr. has declared April 21, 2023 as a regular holiday in observance of the Eid'l Fitr or the Feast of Ramadhan.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
Catapang wants a ‘Global City’ BuCor headquarters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"Bureau of Corrections chief Gregorio Catapang on Friday said he was looking to turn the BuCor headquarters in Muntinlupa into a ""Global City.""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
"Marcos to 2022 Bar exam passers: Serve country with integrity, compassion",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GMA
DA preparing for possible El Niño effects — exec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMA
"The Department of Agriculture (DA) is preparing for the possible effects of the El Niño in the country starting the third quarter of 2023, Assistant Secretary Arnel de Mesa said Friday.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GMA
WHO: Person-to-person transmission of H3N8 bird flu extremely rare,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GMA
2022 Bar Exam passers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"The Supreme Court on Friday announced that 3,992 out of 9,183 examinees passed the 2022 Bar Examinations, or a passing rate of 43.47%.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
"3,992 of 9,183 examinees passed 2022 Bar Exams —SC",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GMA
"A total of 3,992 out of 9,183 examinees passed the 2022 Bar Examinations, the Supreme Court announced on Friday.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMA
"Ex-Bukidnon solon, 2 others get over 100 years for graft, malversation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GMA
